"DISTR.1" "BLACK" "NBHISP" "GRADE" "SLFHLTH" "SLFWGHT" "WORKHARD" "GOODQUAL" "PHYSFIT" "PROUD" "LIKESLF" "ACCEPTED" "FEELLOVD" "DIET" "DISTR.2"
"364" 0.58 1 0 8 1 3 1 1 2 1 1 1 1 0 0.42
"365" 0.47 0 0 9 3 4 3 3 4 2 3 4 2 1 0
"366" 1.74 0 0 11 2 3 1 2 2 2 2 2 2 0 1.66
"367" 0.26 0 0 8 2 3 3 2 2 2 2 2 2 0 0.55
"368" 1.16 1 0 11 3 3 1 1 1 2 2 2 2 0 0.85
"369" 1.05 0 0 10 1 4 1 3 2 3 4 3 3 0 0.38
"370" 0.47 1 0 10 3 3 2 1 2 1 1 1 1 0 0
"371" 0.89 1 0 11 1 4 2 2 3 2 3 4 3 1 0.7
"372" 0.42 0 0 11 2 3 1 2 3 2 2 2 1 0 0.33
"373" 1.26 1 0 9 1 3 2 2 2 2 3 3 4 0 1.72
"374" 0.42 0 0 9 3 4 3 2 2 2 1 3 2 0 0.59
"375" 0.16 0 0 10 1 2 3 2 1 2 1 3 2 0 0.13
"376" 0.58 0 0 8 2 4 1 1 2 1 1 1 1 0 0.32
"377" 0.16 0 0 9 2 1 2 2 1 2 1 1 2 0 0.37
"378" 0.74 0 0 11 2 1 3 2 2 2 3 1 2 0 1.42
"379" 0.58 1 0 10 1 4 4 2 4 3 3 4 3 0 1.38
"380" 0.84 0 0 8 3 3 3 2 2 2 1 2 2 0 1.01
"381" 0.53 0 0 8 4 4 1 2 5 2 3 3 2 0 2.02
"382" 0.16 1 0 8 3 5 2 2 3 3 4 4 3 1 0.84
"383" 0.11 0 0 11 1 3 2 1 1 1 1 3 1 0 0.25
"384" 1.53 0 1 7 3 3 3 2 1 2 4 2 2 1 1.88
"385" 0.42 1 0 7 1 3 2 2 2 1 3 4 2 0 0.72
"386" 0.63 0 0 11 3 4 3 1 2 1 1 3 2 1 0.15
"387" 0.37 1 0 7 1 3 3 2 2 1 2 2 2 0 0.49
"388" 0.21 0 0 11 1 2 2 1 1 1 2 1 1 0 0.83
"389" 1 0 0 9 2 3 3 3 2 2 2 3 2 0 0.66
"390" 0.84 0 0 10 4 4 3 2 4 2 4 4 3 0 1.46
"391" 0.74 1 0 7 3 3 3 2 2 1 2 2 1 0 0.69
"392" 0.53 0 0 9 2 4 4 2 3 2 3 4 3 0 1.46
"393" 0.26 1 0 11 2 5 2 2 3 2 2 2 2 0 0.57
"394" 0.68 0 0 10 1 4 1 1 2 2 2 1 2 0 0.68
"395" 0.74 0 0 10 2 5 2 2 2 2 3 2 3 0 1.23
"396" 0.68 0 0 9 3 4 2 2 4 3 3 4 4 1 0.77
"397" 0.74 0 0 9 3 4 1 1 2 1 2 2 1 0 0.36
"398" 0.32 0 0 10 2 4 2 2 4 1 2 2 1 1 0.41
"399" 0.11 0 0 10 2 3 1 1 2 1 1 2 2 0 0.31
"400" 0.58 1 0 7 3 2 2 1 2 1 1 1 1 0 0.72
"401" 0.84 0 1 11 3 3 3 2 2 2 2 1 2 0 0.73
"402" 1.84 1 0 11 2 2 1 2 2 2 3 2 2 0 0.99
"403" 1.32 1 0 11 3 4 3 3 3 2 3 3 2 0 0.1
"404" 0.26 0 0 8 3 2 2 2 2 3 1 4 3 0 0.57
"405" 0.47 0 0 10 1 3 3 2 2 1 1 1 1 0 0.86
"406" 0.68 1 0 10 1 4 2 1 2 1 1 3 1 1 1.74
"407" 0.11 0 1 9 2 3 1 1 2 2 2 1 1 0 0.25
"408" 0.05 0 0 11 2 4 1 1 4 1 1 2 1 0 0.11
"409" 0.74 0 0 7 2 3 1 1 2 1 1 3 1 0 0.6
"410" 1.74 0 0 8 3 4 1 1 2 1 2 1 1 1 0.26
"411" 0.47 0 0 11 2 3 3 2 2 2 2 2 1 0 0.84
"412" 0.26 0 1 10 2 4 1 1 3 1 1 2 1 1 0.16
"413" 0.84 0 0 9 2 1 3 2 2 2 2 1 2 0 1.27
"414" 0.58 0 1 10 2 4 4 2 1 2 1 2 2 0 0.93
"415" 0.42 1 0 9 2 4 2 2 2 2 2 2 2 0 0.57
"416" 0.79 0 0 10 2 4 2 1 1 2 3 1 1 0 0.57
"417" 1.21 1 0 11 3 3 3 2 3 2 2 4 3 1 0.02
"418" 0.89 0 0 11 4 5 4 1 3 2 2 3 2 1 0.86
"419" 1.37 0 0 8 3 4 2 2 2 1 2 2 1 0 1.43
"420" 0.47 1 0 11 4 4 4 2 4 2 3 2 1 0 0.55
"421" 0.37 1 0 7 2 3 3 1 3 2 1 2 1 0 0.88
"422" 0.42 0 1 10 2 3 1 2 2 1 1 2 1 0 0.65
"423" 0.68 0 0 9 3 3 2 2 3 1 2 3 1 0 1.95
"424" 0.63 0 0 8 1 2 1 1 1 1 1 1 1 0 0.72
"425" 0.32 1 0 7 3 3 3 3 3 2 2 3 2 0 0.12
"426" 0.74 0 1 10 1 4 3 2 1 2 2 2 3 1 1.38
"427" 0.21 0 0 8 1 4 1 2 1 1 2 2 1 0 0.51
"428" 1.11 0 0 7 1 4 2 1 2 1 2 2 2 0 0.58
"429" 0.26 0 0 11 2 4 2 2 2 2 2 1 1 1 0.45
"430" 0.21 1 0 7 3 4 2 1 3 1 1 2 1 0 0.34
"431" 1 0 0 10 3 4 2 2 3 2 3 4 2 0 0.66
"432" 0.95 0 0 8 2 3 3 1 2 1 1 2 2 0 0.92
"433" 0.89 0 0 9 4 3 3 5 5 5 4 4 4 0 1.75
"434" 0.42 0 0 10 2 4 2 2 4 3 4 2 2 1 0.44
"435" 0.26 1 0 11 1 3 2 2 2 2 1 2 2 0 0.47
"436" 0.26 1 0 10 2 3 2 2 2 1 2 2 2 1 0.34
"437" 0.21 0 1 9 2 5 1 3 3 2 3 2 2 1 0.25
"438" 1.74 0 1 10 3 3 3 2 3 2 1 1 1 0 1.86
"439" 1.47 0 0 7 2 4 2 2 3 2 2 3 2 0 0.67
"440" 0.37 0 1 10 1 3 2 2 2 1 2 3 2 0 0.11
"441" 0.68 0 0 7 3 3 1 2 2 2 2 2 2 0 0.12
"442" 0.16 0 0 9 1 3 1 2 1 2 1 2 1 0 0.11
"443" 0.42 0 0 10 2 4 1 2 3 2 2 2 2 1 0.6
"444" 0.58 1 0 8 3 4 4 4 3 4 4 4 4 1 1.62
"445" 1.42 0 0 8 3 3 2 2 1 2 1 3 2 0 0.84
"446" 0.74 1 0 11 2 3 2 2 2 2 2 1 1 0 0.55
"447" 0.79 0 1 7 2 4 2 2 2 2 2 2 2 0 2.06
"448" 0.16 0 1 10 2 3 1 1 1 1 1 1 2 0 0.32
"449" 0.63 0 0 11 4 4 2 2 4 2 3 2 2 0 1.05
"450" 0.26 0 1 10 2 3 2 1 2 2 1 4 3 0 0.6
"451" 0.84 0 1 7 3 3 2 2 4 2 3 2 2 0 0.95
"452" 0.32 0 0 10 2 3 2 2 1 1 1 1 1 0 0.13
"453" 0.84 0 1 9 3 3 3 3 2 2 2 2 3 0 1.28
"454" 0.58 1 0 11 3 3 2 1 2 1 2 1 1 0 0.42
"455" 0.84 0 1 10 3 3 2 2 2 2 2 2 2 0 1.55
"456" 0.21 0 1 11 4 4 2 2 3 1 1 2 1 1 0.24
"457" 0.32 0 1 9 3 4 1 2 2 2 3 2 1 0 0.63
"458" 0.95 0 0 10 3 4 3 2 2 1 1 2 2 0 0.92
"459" 0.37 0 0 9 3 3 2 1 2 1 1 3 2 0 0.03
"460" 1.47 0 0 11 3 5 4 3 3 2 3 3 2 1 1.38
"461" 1.11 1 0 10 2 3 2 2 2 2 1 2 3 0 0.77
"462" 0.95 0 0 10 4 4 2 3 4 2 3 2 2 0 0.62
"463" 0.79 0 1 11 2 3 2 2 2 1 2 1 2 1 0.88
"464" 0.89 0 0 9 4 4 1 1 2 1 2 2 1 1 0.77
"465" 0.95 1 0 7 2 4 2 1 2 1 2 2 2 0 0.53
"466" 0.26 0 0 11 2 3 2 2 2 2 1 1 1 1 0.23
"467" 0.53 0 0 11 2 3 4 1 2 2 1 2 2 0 0.8
"468" 0.16 1 0 7 2 3 2 2 2 1 2 2 1 0 0.13
"469" 0.16 0 0 9 3 3 1 2 2 2 4 1 2 0 0.24
"470" 0 0 0 9 2 3 1 1 1 1 1 1 1 0 0.07
"471" 0.05 0 0 8 1 3 3 3 1 2 2 1 2 0 0.31
"472" 0.47 1 0 7 2 4 2 1 2 1 1 1 2 0 0.25
"473" 1.26 0 0 10 1 3 2 2 2 2 4 2 2 0 1.51
"474" 0.74 0 0 10 4 5 4 1 2 1 3 2 1 0 0.81
"475" 0.63 0 1 10 1 3 2 2 1 2 3 1 2 0 0.62
"476" 1.21 0 0 10 2 3 2 2 2 1 2 1 1 0 1.13
"477" 0.42 0 0 10 4 3 2 3 4 3 4 4 3 0 1.08
"478" 0.53 0 0 11 1 3 2 2 2 2 2 2 1 0 0.7
"479" 0.63 1 0 10 3 4 1 1 2 2 4 1 1 1 0.54
"480" 0.32 0 0 8 3 3 4 3 3 3 2 3 3 0 0.34
"481" 0.47 0 0 9 2 3 4 2 3 2 3 3 2 0 0.01
"482" 1.16 1 0 9 3 3 2 2 2 3 3 3 2 0 1.1
"483" 0.47 0 0 10 1 3 1 2 1 1 1 2 1 0 0.79
"484" 0.68 0 0 10 1 3 2 1 2 2 4 2 2 1 0.77
"485" 0.21 0 0 11 3 2 5 2 2 3 3 3 2 0 0.4
"486" 0.79 0 0 7 1 3 2 1 1 1 1 3 1 0 0.46
"487" 0.32 0 0 10 2 3 2 1 1 1 2 1 1 0 0.13
"488" 0.84 0 1 9 3 3 3 2 2 2 2 3 3 0 0.97
"489" 0.53 0 0 9 2 3 2 2 1 1 1 2 1 0 0.37
"490" 0.63 0 0 8 3 3 4 2 1 1 2 2 2 0 1.05
"491" 0.53 0 0 8 2 2 3 1 2 1 3 4 1 0 0.6
"492" 0.26 0 1 10 2 3 2 1 3 2 2 3 2 0 0.09
"493" 1.11 0 0 11 1 3 1 2 1 2 4 2 2 0 1.88
"494" 0.95 1 0 10 3 3 2 2 3 2 2 3 2 0 0.65
"495" 0.63 1 0 7 2 3 2 1 2 1 1 1 1 0 0.61
"496" 1.84 0 0 10 3 4 3 2 3 3 3 2 3 0 1.61
"497" 0.16 0 0 10 2 3 1 1 1 1 1 1 1 1 0.15
"498" 1.42 1 0 9 2 4 3 2 3 2 4 2 2 1 1.85
"499" 0.47 0 1 11 1 4 3 2 2 2 2 2 1 0 0.49
"500" 0.63 0 0 10 2 3 3 2 1 2 3 3 2 0 0.38
"501" 0.74 0 0 11 1 2 1 1 1 2 1 1 1 0 0.45
"502" 0.74 0 1 8 2 3 2 2 2 2 2 2 2 0 0.81
"503" 0.63 0 1 11 3 3 2 3 3 3 4 2 2 0 0.52
"504" 0.68 0 0 8 3 4 5 2 3 2 4 4 3 0 1.67
"505" 0.26 0 0 10 1 3 3 2 2 1 1 2 2 0 0.38
"506" 0.74 0 0 9 3 3 2 2 2 2 4 2 2 0 0.92
"507" 0 1 0 7 1 4 1 1 1 1 1 1 1 1 0.01
"508" 0.32 0 0 10 2 4 1 2 2 1 2 1 1 0 0.58
"509" 0.21 0 0 8 1 3 4 1 2 1 4 2 1 0 0.23
"510" 1.42 1 0 11 1 4 3 2 3 2 2 2 3 0 0.35
"511" 0.68 0 0 11 2 3 2 2 2 1 1 2 1 0 0.21
"512" 1 1 0 8 4 4 2 2 3 2 3 4 3 1 0.83
"513" 0.58 0 0 11 1 3 4 2 2 1 3 2 2 0 0.16
"514" 0.42 0 0 7 3 3 3 2 2 1 1 3 3 0 0.22
"515" 0.42 1 0 11 3 4 1 2 2 1 1 3 2 0 0.36
"516" 0.79 0 1 10 2 4 2 2 3 1 2 2 1 1 0.65
"517" 1.11 0 0 7 2 5 4 2 4 3 2 4 2 1 0.08
"518" 0.95 0 0 7 3 3 2 2 2 2 2 1 1 0 0.33
"519" 0.53 0 0 8 4 5 2 2 4 2 4 3 2 1 0.39
"520" 0.37 0 1 10 2 3 2 3 3 3 2 2 2 0 0.6
"521" 0.16 0 0 9 2 3 2 2 2 2 1 2 2 0 0.24
"522" 0 1 0 10 1 4 2 1 2 1 1 1 1 0 0.31
"523" 0.74 0 0 8 2 4 3 2 4 2 1 2 2 0 0.09
"524" 0.95 0 0 8 3 2 2 2 4 2 2 4 2 0 1.04
"525" 0 0 1 7 1 3 1 1 1 1 1 1 1 0 0.02
"526" 0.32 1 0 8 3 3 1 1 1 1 2 1 1 0 0.88
"527" 0.74 0 0 10 2 3 2 2 2 2 2 2 3 0 0.56
"528" 1.68 0 1 9 3 3 2 2 2 2 2 3 3 1 1.58
"529" 0.42 0 1 10 2 4 1 2 3 2 2 3 2 0 0.6
"530" 0.42 0 1 9 2 4 2 1 1 1 1 2 1 1 0.6
"531" 0.32 0 0 11 3 3 1 1 2 1 1 2 2 0 0.06
"532" 0.42 1 0 9 3 4 2 2 3 2 2 1 1 0 0.23
"533" 0.63 1 0 10 4 3 2 2 3 1 2 1 1 0 0.71
"534" 0.47 1 0 11 3 3 2 1 1 1 1 2 1 0 0.2
"535" 0.47 0 0 9 2 4 2 2 4 2 2 4 3 0 0.74
"536" 1.05 0 0 10 4 4 2 2 3 2 2 2 2 0 0.4
"537" 0.89 1 0 9 3 3 1 2 2 2 1 3 2 0 0.56
"538" 0.95 0 0 8 2 2 3 3 2 1 2 3 2 0 1.24
"539" 0.05 0 1 9 1 3 1 1 1 1 1 1 1 0 0.22
"540" 1.74 0 0 10 2 5 1 2 2 2 2 4 2 0 0.62
"541" 1.21 0 1 11 3 3 3 3 2 3 4 3 4 0 1.59
"542" 0.58 0 1 11 3 3 3 1 1 1 3 1 1 1 0.63
"543" 1 1 0 9 2 5 2 2 2 1 2 3 2 1 1.64
"544" 0.68 0 0 11 3 4 2 2 2 1 2 3 1 0 0.91
"545" 0.26 1 0 11 3 3 3 1 2 1 1 2 2 0 0.35
"546" 0 0 0 11 2 3 1 1 1 1 1 1 1 0 0
"547" 0.79 0 1 11 3 3 3 2 3 2 3 5 3 0 0.33
"548" 0.63 0 0 10 3 3 4 2 2 2 3 2 3 0 0.81
"549" 0.58 1 0 9 4 5 3 2 3 2 2 3 2 0 0.07
"550" 0.37 1 0 10 1 3 3 2 3 2 2 2 2 0 0.32
"551" 0.32 0 1 8 2 4 2 2 3 2 2 2 1 0 0.49
"552" 0.47 1 0 9 2 2 2 2 2 1 1 2 2 0 1.09
"553" 1 0 1 11 2 3 2 2 2 2 2 2 2 0 0.81
"554" 0.26 0 1 7 3 3 5 3 3 3 3 4 3 0 0.01
"555" 0.06 0 1 9 2 4 3 3 2 1 1 2 1 1 0.01
"556" 0.89 1 0 11 2 3 2 2 2 2 2 1 2 0 1.9
"557" 0.05 0 1 10 1 2 1 1 1 1 2 1 1 0 0.11
"558" 0.42 0 0 9 2 2 2 2 1 2 2 1 1 1 0.13
"559" 0.21 1 0 8 2 3 1 2 2 2 2 2 2 0 0.18
"560" 1.37 0 0 9 3 4 1 3 3 2 3 2 2 0 1.29
"561" 0.11 0 0 8 1 4 2 1 1 1 1 1 1 1 0.15
"562" 0.89 0 1 9 4 2 2 3 2 3 3 4 2 0 1.06
"563" 0.11 0 0 8 3 3 1 2 2 2 2 2 2 0 0.63
"564" 1.16 0 0 8 3 5 3 3 4 4 4 5 3 1 1.41
"565" 1.16 1 0 11 1 4 1 3 3 2 2 2 2 1 1.49
"566" 0.42 0 0 8 3 2 5 2 2 2 2 2 3 0 0.41
"567" 0.26 0 0 7 2 3 2 1 1 1 1 1 1 0 0.65
"568" 0.53 0 0 7 3 4 1 2 2 2 3 1 2 0 0.55
"569" 1.47 0 0 8 3 2 5 1 1 1 3 2 2 0 1.24
"570" 0.89 0 0 9 3 4 2 2 1 2 4 1 1 0 0.55
"571" 0.74 1 0 7 1 3 2 2 2 2 1 4 1 1 0.39
"572" 1.16 0 0 9 3 3 2 3 3 3 4 3 3 0 0.71
"573" 0.95 1 0 11 4 4 2 2 4 2 2 2 1 0 1.28
"574" 0.26 0 0 9 3 3 2 2 2 1 1 1 1 0 0.24
"575" 0.84 0 0 11 2 3 2 2 2 2 3 3 1 0 1.05
"576" 0.74 0 0 7 1 3 2 2 1 2 4 2 2 0 0.14
"577" 0.26 1 0 8 2 3 2 1 2 1 1 2 1 0 0.34
"578" 0.42 0 0 7 1 5 2 2 1 2 2 2 2 0 0.27
"579" 0.26 1 0 9 1 3 1 1 1 1 1 1 1 0 0.21
"580" 1.32 1 0 10 2 4 2 2 3 2 4 3 2 0 2.06
"581" 0.42 0 0 8 1 3 1 1 2 1 2 1 1 0 0.53
"582" 0.74 0 1 9 3 3 1 1 2 2 2 2 2 1 0.21
"583" 0.58 0 0 11 3 4 1 2 2 2 2 2 2 1 0.04
"584" 0.11 0 0 10 3 4 2 1 1 1 2 1 1 0 0
"585" 0.63 0 0 10 2 4 2 2 2 1 1 2 2 1 0.55
"586" 0.26 0 1 8 3 2 3 2 2 2 2 2 2 0 0.17
"587" 0.37 0 0 10 2 3 2 2 2 1 1 1 1 0 0.26
"588" 0.32 0 0 9 2 4 2 1 3 1 1 1 1 0 0.63
"589" 1.11 1 0 10 2 3 2 2 2 1 1 2 2 0 0.7
"590" 0.47 0 1 10 2 3 1 1 1 1 1 1 1 0 0.01
"591" 0.53 0 0 10 1 4 1 1 2 1 1 2 2 0 0.23
"592" 0.79 0 1 7 3 4 2 2 2 2 2 2 2 0 0.32
"593" 0.53 1 0 11 1 3 2 2 1 1 1 1 3 0 0.94
"594" 0.11 0 0 9 1 4 3 2 2 4 3 3 2 1 0.31
"595" 0.21 0 0 10 1 2 2 2 1 1 2 1 1 0 0.21
"596" 0.42 0 0 10 2 4 2 1 1 2 3 1 2 1 0.67
"597" 1 0 0 7 2 3 1 2 2 1 1 1 1 0 1.07
"598" 1.05 0 1 10 2 5 2 2 3 2 3 4 3 1 0.31
"599" 0.47 0 1 11 1 2 2 1 2 1 2 1 1 0 0.38
"600" 1.42 1 0 9 4 4 4 3 3 2 3 2 1 0 1.1
"601" 1.05 0 1 7 2 3 2 2 2 2 3 3 4 0 0.8
"602" 0.42 1 0 8 1 3 1 2 2 2 2 2 1 1 0.18
"603" 0.95 1 0 8 2 2 3 2 4 2 2 2 2 0 0.49
"604" 0 0 0 11 1 2 2 1 1 1 1 1 1 0 0.06
"605" 0.11 0 0 10 1 4 2 3 2 2 2 2 2 0 0.11
"606" 0.11 0 0 7 3 3 4 2 3 3 2 3 3 0 0.61
"607" 0.63 0 0 8 2 4 3 2 2 2 3 2 1 0 0.94
"608" 0.37 0 0 9 2 3 2 3 3 2 4 4 3 0 0.46
"609" 0.42 1 0 8 2 3 1 2 3 2 4 2 1 0 1.06
"610" 0.63 0 0 10 3 2 2 2 2 1 2 2 2 1 0.77
"611" 1.32 1 0 11 4 4 2 1 3 2 4 3 3 1 0.49
"612" 0 0 0 9 2 2 1 1 2 1 1 1 1 0 0.3
"613" 1.26 1 0 9 3 4 2 1 1 1 3 2 2 1 0.85
"614" 0.26 1 0 11 2 3 3 1 1 1 1 1 2 0 0.14
"615" 0.95 1 0 9 1 3 3 1 1 1 1 1 1 0 1.06
"616" 0.21 0 1 10 2 3 2 2 2 2 1 1 1 0 0.34
"617" 0.84 0 0 10 4 5 3 2 2 2 3 2 1 0 1.29
"618" 1.16 0 1 7 3 2 2 2 3 2 2 2 2 0 0.91
"619" 0.16 1 0 9 2 3 2 1 2 2 1 3 2 0 0.82
"620" 0.53 0 0 9 3 5 2 1 3 1 1 2 2 0 0.21
"621" 0.32 0 0 11 2 3 2 3 4 3 2 1 2 0 0.07
"622" 1.16 0 1 10 2 3 1 2 1 1 1 1 1 0 0.86
"623" 0.58 0 1 10 1 2 2 2 2 2 2 1 1 0 0.35
"624" 0.16 0 0 8 2 1 1 1 1 1 1 1 1 0 0.15
"625" 0.21 1 0 9 2 1 2 2 2 1 1 2 1 0 0.33
"626" 1.11 0 0 7 4 4 2 2 2 1 2 2 1 1 0.59
"627" 0.32 0 1 8 3 4 2 1 5 1 2 3 2 0 0.44
"628" 0.21 0 0 11 1 2 4 2 2 2 2 1 2 0 0.17
"629" 0.37 0 0 8 2 5 1 2 3 2 2 2 1 1 0.78
"630" 0.79 0 0 11 2 3 3 2 2 3 3 4 3 0 1.05
"631" 0 0 0 9 1 2 1 1 1 1 1 1 1 0 0.05
"632" 0.32 0 0 8 1 3 5 2 2 1 2 1 1 0 0.42
"633" 0.26 0 0 7 3 3 2 2 2 1 2 2 2 0 0.14
"634" 0.68 1 0 10 3 2 3 2 2 3 3 2 2 0 0.12
"635" 1.84 0 0 10 3 3 2 3 3 4 4 4 4 0 0.88
"636" 0.84 0 0 8 3 4 4 2 3 2 2 2 2 1 0.8
"637" 0.84 1 0 11 2 2 1 1 1 1 1 1 1 0 0.97
"638" 0.16 0 0 10 2 4 2 1 3 1 2 1 4 1 0.26
"639" 0.74 0 1 8 3 4 2 2 2 2 2 2 2 1 0.52
"640" 1.32 0 1 10 3 3 3 2 2 2 3 2 1 0 0.76
"641" 1.16 0 0 9 5 5 2 2 4 2 3 3 1 0 1.39
"642" 2.11 1 0 10 3 3 1 2 3 3 3 4 2 0 1.36
"643" 0.58 1 0 11 2 4 5 1 1 2 2 2 1 0 1.16
"644" 0.53 0 0 11 2 4 2 2 3 1 2 2 2 1 0.33
"645" 0.74 0 1 11 2 4 3 2 3 2 2 2 2 0 0.8
"646" 0.21 1 0 10 5 4 2 1 3 1 3 1 1 1 0.44
"647" 1.26 0 1 8 3 3 3 4 3 2 4 4 3 0 1.16
"648" 1.53 1 0 11 3 3 1 1 2 1 2 2 2 1 1.46
"649" 0.79 0 0 10 3 3 5 2 2 2 4 3 2 0 0.75
"650" 0.37 0 0 8 1 2 3 1 1 2 1 3 2 0 0.24
"651" 0.11 0 0 10 2 3 2 2 1 1 2 2 1 0 0.37
"652" 1.21 1 0 11 3 3 3 2 4 2 2 3 1 0 2.15
"653" 0.16 0 0 9 2 2 2 2 2 1 1 2 1 0 0.42
"654" 1 0 0 9 1 3 1 2 2 1 1 2 1 0 1.81
"655" 0.42 1 0 11 2 2 1 2 2 2 2 2 1 0 0.34
"656" 0.32 0 0 7 2 4 1 1 1 1 3 1 1 1 0.25
"657" 0.42 0 0 8 2 4 2 2 2 2 4 2 2 1 0.67
"658" 0.84 1 0 7 3 4 1 2 2 2 2 2 2 0 0.51
"659" 0.26 0 1 7 1 3 2 1 2 2 3 2 2 1 0
"660" 0.42 0 0 11 2 4 1 2 2 1 2 2 2 0 0.19
"661" 0.21 0 0 11 2 4 2 1 2 1 1 3 1 0 0.18
"662" 0.32 0 0 10 3 3 2 2 3 3 2 4 2 0 0.36
"663" 0.68 0 0 9 2 1 3 1 2 1 2 2 1 0 0.74
"664" 1.21 0 0 9 1 3 3 2 2 2 1 2 1 1 0.53
"665" 0.21 1 0 9 1 3 3 3 2 2 3 3 2 0 0.34
"666" 0.58 0 0 7 4 4 1 2 3 2 3 3 1 0 0.17
"667" 1.05 1 0 10 2 3 1 2 5 2 2 4 2 0 0.75
"668" 0.37 0 0 10 1 3 1 2 2 2 1 3 2 0 0.7
"669" 0.16 0 0 10 2 3 2 2 3 2 2 3 2 0 0.13
"670" 0.42 0 0 10 2 3 1 2 4 2 4 3 2 0 0.98
"671" 1.11 0 0 11 2 3 2 2 3 2 2 2 2 1 0.63
"672" 1.42 0 0 11 3 3 2 2 2 2 4 2 2 0 0.38
"673" 1.16 1 0 8 3 3 4 1 3 2 3 2 2 0 1.23
"674" 0.16 1 0 9 1 3 1 2 2 3 2 3 3 0 0.79
"675" 0.21 0 1 9 1 3 1 2 1 1 1 3 3 0 0.1
"676" 0.26 0 0 9 4 3 3 2 2 2 4 1 2 0 0.49
"677" 0.58 1 0 8 3 4 3 1 3 1 1 2 1 0 0.33
"678" 0 0 0 7 3 2 1 2 1 1 1 1 1 0 0.03
"679" 0.42 0 1 10 2 2 2 2 2 2 2 1 2 0 0.42
"680" 0.05 0 0 9 2 4 1 2 3 2 3 2 3 0 0.32
"681" 0.11 0 0 10 2 3 5 2 2 2 3 4 3 0 0.86
"682" 0.68 0 0 10 3 4 1 3 3 3 5 3 3 1 1.18
"683" 0 0 0 10 1 4 3 1 2 1 1 1 1 0 0.02
"684" 0.63 0 0 7 2 4 2 1 1 1 1 2 1 1 0.81
"685" 0.58 1 0 10 2 4 2 1 1 1 2 2 2 0 0.43
"686" 0.84 0 1 11 3 4 2 2 3 2 2 2 1 1 0.48
"687" 1.16 0 0 8 4 3 2 3 4 4 4 4 3 0 1.43
"688" 0.63 0 0 11 3 5 1 2 4 2 5 2 2 0 0.18
"689" 0.53 0 0 9 2 3 2 2 2 1 1 2 2 0 0.93
"690" 0.53 0 0 9 2 4 2 3 3 3 4 4 3 0 0.75
"691" 0 0 1 9 1 2 2 1 1 1 2 1 1 0 0.1
"692" 1.32 0 0 10 3 5 2 1 2 1 2 2 2 0 0.9
"693" 0.74 0 0 10 1 3 1 2 2 2 3 4 4 0 0.81
"694" 0.89 0 0 10 1 3 1 3 4 3 3 3 4 0 0.57
"695" 1 0 0 8 3 4 2 2 2 3 3 2 2 1 0.41
"696" 0.89 0 0 11 2 4 1 2 2 1 2 2 2 1 0.48
"697" 0.47 0 0 9 2 3 2 2 3 2 3 1 2 0 0.75
"698" 0.84 0 1 10 2 3 2 2 2 2 1 2 2 0 1.51
"699" 1.05 0 0 10 2 5 1 2 3 2 4 4 2 1 0.82
"700" 1.47 1 0 9 3 4 3 2 2 1 2 2 1 0 0.95
"701" 0.84 0 0 9 3 4 3 3 4 3 5 4 3 1 0.9
"702" 0.74 1 0 10 2 3 1 2 1 2 2 2 2 1 0.51
"703" 0.42 1 0 11 3 4 2 3 3 3 4 2 2 0 1.23
"704" 0.05 0 0 7 2 3 3 1 2 1 1 1 1 0 0.33
"705" 0.53 0 1 9 4 3 3 2 3 2 4 4 3 0 0.7
"706" 0.47 0 1 11 4 5 3 2 3 2 2 3 2 0 1.33
"707" 0.68 0 1 10 2 4 2 3 3 2 2 2 2 0 0.57
"708" 0.74 1 0 10 2 3 3 2 2 1 1 2 2 0 0.25
"709" 0.11 0 1 8 2 2 2 1 2 1 2 1 1 0 0.1
"710" 0.63 1 0 8 3 4 1 2 2 1 1 1 1 0 0.59
"711" 1.68 0 0 8 3 4 2 2 2 1 1 2 1 0 0.91
"712" 0.53 0 0 8 2 3 1 2 1 2 1 2 2 0 0.14
"713" 0 0 1 11 1 4 2 1 1 1 1 1 1 0 0
"714" 0.74 0 0 11 2 3 3 2 1 4 2 4 3 0 0.86
"715" 0.37 0 0 10 2 3 2 1 2 1 1 1 1 1 0.39
"716" 0.11 0 0 7 1 3 3 2 2 1 2 1 1 0 0.07
"717" 0.58 0 1 11 1 3 2 2 3 2 2 3 2 0 0.37
"718" 1.47 1 0 9 4 3 2 2 4 2 2 4 2 0 1.13
"719" 0.68 1 0 11 3 4 2 2 3 3 4 3 2 1 1.39
"720" 0.32 1 0 7 2 3 1 1 1 1 1 2 1 0 0.25
"721" 0.79 1 0 7 1 4 2 2 2 2 2 2 2 0 0.94
"722" 0.42 0 0 10 2 5 2 2 3 2 4 3 3 0 0.92
"723" 0.32 0 0 11 1 2 1 1 2 1 1 1 2 0 0.25
"724" 0.42 0 0 9 2 3 1 2 1 1 1 2 1 0 0.14
"725" 1.05 0 1 11 3 4 2 2 2 2 4 3 3 0 0.71
"726" 1.16 1 0 10 3 3 2 2 4 2 2 3 2 0 1.26
"727" 0.74 0 0 8 2 4 4 2 3 2 3 2 3 1 1.12
"728" 0.26 0 0 11 2 3 1 2 3 1 2 2 1 0 0.3
"729" 0.58 0 0 11 1 2 4 2 2 1 1 1 2 0 0.44
